sentiment,id,date,query,user,text
0,2068428952,Sun Jun 07 14:03:51 PDT 2009,NO_QUERY,blackenedgirl,"My dad wiped our comp hard drive cuz hes weird, so i cant watch buckley on blogtv  34 more minutes  &lt;!itsabby!&gt;"
0,2065197749,Sun Jun 07 08:06:10 PDT 2009,NO_QUERY,gabrielsoaresbr,wake up early tomorrow . 
0,2230638095,Thu Jun 18 17:23:44 PDT 2009,NO_QUERY,soridicuLES,@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep
0,2322448676,Wed Jun 24 22:38:09 PDT 2009,NO_QUERY,felinius,"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;"
0,2053747145,Sat Jun 06 05:34:39 PDT 2009,NO_QUERY,rachaar,"@jnyemb oh no way, you can't do that! Sooo unfair "
0,1825255459,Sun May 17 05:00:12 PDT 2009,NO_QUERY,jennymeadow,has been driven indoors - away from her bedding plants - by the rain  
0,2247489736,Fri Jun 19 19:10:27 PDT 2009,NO_QUERY,sashawintafruit,"@YourTheCutest nope, thats what i didnt get to have tonight "
0,2071809015,Sun Jun 07 19:57:26 PDT 2009,NO_QUERY,minemogul3,disappointed  signing off
0,2323250377,Thu Jun 25 00:13:40 PDT 2009,NO_QUERY,kpartridge11,"is tired of putting forth soooo much effort, and getting nothing in return. "
0,1548318427,Fri Apr 17 20:37:29 PDT 2009,NO_QUERY,CFOServices,@GirlswithGoals I'm sorry to hear about the death of your beloved canine 
0,2189325064,Mon Jun 15 23:46:35 PDT 2009,NO_QUERY,parastoo,7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection
0,1823219127,Sat May 16 21:24:13 PDT 2009,NO_QUERY,MsBailes,"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back "
0,2203443747,Tue Jun 16 23:45:12 PDT 2009,NO_QUERY,alicerydon,I need a hug...and less cynicism. It's making me depressed. 
0,1981408276,Sun May 31 09:05:23 PDT 2009,NO_QUERY,HayleyIB,"To atascadeo! Again for practice  text, tweet, myspace."
0,1994177368,Mon Jun 01 11:32:03 PDT 2009,NO_QUERY,kthomas5,Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop 
0,2248322465,Fri Jun 19 20:26:34 PDT 2009,NO_QUERY,Joyz223,Shit! I lost my HK debit card 
0,2208991103,Wed Jun 17 09:52:44 PDT 2009,NO_QUERY,thisgrrrl,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?
0,2059405445,Sat Jun 06 16:52:05 PDT 2009,NO_QUERY,paranoiattackk,"Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it. "
0,2179618494,Mon Jun 15 09:21:03 PDT 2009,NO_QUERY,geisha88,just finished bade..... surfing online... nutn much to do 
0,1676726411,Fri May 01 22:58:52 PDT 2009,NO_QUERY,shtevo,"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. "
0,2240290848,Fri Jun 19 09:34:10 PDT 2009,NO_QUERY,marisasmile,I really want to see Boys Like Girls tonight! 
0,1827677663,Sun May 17 11:12:58 PDT 2009,NO_QUERY,Portabass,@elliotmacaluso I opened.... without you 
0,2249532719,Fri Jun 19 22:30:45 PDT 2009,NO_QUERY,skyenat,@nokking kino sold out already. Popular also. Borders said they're not sure if they're even able to get copies 
0,1572842130,Mon Apr 20 22:45:11 PDT 2009,NO_QUERY,meganhurley,@lindseliz tweet tweet! why can't i write on your wall? 
0,1553272282,Sat Apr 18 13:49:36 PDT 2009,NO_QUERY,stephamichele,@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!
0,1692919804,Sun May 03 21:06:04 PDT 2009,NO_QUERY,4NDR3W_JUN9,This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. 
0,1989870919,Mon Jun 01 03:05:59 PDT 2009,NO_QUERY,imadreamer143,My throat is still soreeeee  I can't wait until this is overrrrr
0,2250659864,Sat Jun 20 01:07:36 PDT 2009,NO_QUERY,LucindaShonna,Crap Steve Jobs had a liver transplant???? Oh man thats not good  LOL
0,1559840103,Sun Apr 19 12:10:51 PDT 2009,NO_QUERY,JameeBean,So upset that spring break is like over 
0,2215802062,Wed Jun 17 18:37:52 PDT 2009,NO_QUERY,inikia,On the phone with my baby. I miss him so much. 
0,2000977193,Mon Jun 01 23:29:17 PDT 2009,NO_QUERY,itzkeylovebaby,Im having weight issues  im upset and scared. [AyshiakiAyana]
0,2219315671,Thu Jun 18 00:15:45 PDT 2009,NO_QUERY,kimmy_gurl_33,"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  "
0,2266892916,Sun Jun 21 09:16:29 PDT 2009,NO_QUERY,missmoose313,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! 
0,1556550702,Sat Apr 18 23:17:26 PDT 2009,NO_QUERY,griffmiester,"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. "
0,2249156143,Fri Jun 19 21:49:09 PDT 2009,NO_QUERY,jazzfade,ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E 
0,2190824590,Tue Jun 16 03:49:48 PDT 2009,NO_QUERY,michaelbaylosis,@beyoncatweets How awesome? Lol... I guess they were good but it could still be better 
0,1956657912,Thu May 28 22:22:26 PDT 2009,NO_QUERY,stephaaniemarie,Cuddling with Sammy before I leave him until Sunday  My baaaby!
0,2190790629,Tue Jun 16 03:44:11 PDT 2009,NO_QUERY,sadbuttrue,"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them "
0,2016514763,Wed Jun 03 06:54:41 PDT 2009,NO_QUERY,tygerzoe,"worse than i suspected, she was so disgusted in me, she wouldn't talk to me, i had to talk to the dentistry-class-taking receptionist, "
0,1686231015,Sun May 03 04:27:03 PDT 2009,NO_QUERY,ghassanb,Fast Food For Lunch! 
0,2216222412,Wed Jun 17 19:11:50 PDT 2009,NO_QUERY,bijouboutique,@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol
0,2060305699,Sat Jun 06 18:39:28 PDT 2009,NO_QUERY,satyr405,"@GimmeTOKYO that... Actually looks pretty cool, I wanna play too "
0,2006461353,Tue Jun 02 11:12:07 PDT 2009,NO_QUERY,crazymitchell,Only 1 hour 50 minutes left of work  Better get back to it then 
0,2069280822,Sun Jun 07 15:35:24 PDT 2009,NO_QUERY,envysays,@BBManik naw  are you!?
0,1573615885,Tue Apr 21 02:01:05 PDT 2009,NO_QUERY,princessbutterc,@munkimatt yes but I can play while I work with this iPhone!! I smashed my screen on sat  ok add me in facebook!! Lady Vivienne McCourt!
0,1975977806,Sat May 30 16:19:10 PDT 2009,NO_QUERY,irishchicky28,WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....
0,1990598772,Mon Jun 01 05:17:13 PDT 2009,NO_QUERY,Bacon25,@_misshannah damn you !!!  that's properly unfair!
0,1986917523,Sun May 31 19:30:37 PDT 2009,NO_QUERY,FayeFoucault,MTV awards are not on in my area 
0,1932287974,Tue May 26 21:10:34 PDT 2009,NO_QUERY,pressrecordmag,"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?"
0,2261281815,Sat Jun 20 20:32:48 PDT 2009,NO_QUERY,LadyLawww,Work sucks when your here all day 
0,1956408591,Thu May 28 21:48:57 PDT 2009,NO_QUERY,letgotoosoon,@tommcfly you met the fans on wednesday at hilton's bar. meet us! haha  i know you tired but we spent lost of money here just to see you 
0,1685528565,Sun May 03 00:48:12 PDT 2009,NO_QUERY,UneeQ12,workin the graveyard shift 
0,2199382523,Tue Jun 16 17:25:20 PDT 2009,NO_QUERY,vanessasaywhaaa,@tromboneforhire nooope  its long gone. getting an iphone soon
0,1970185954,Sat May 30 02:48:45 PDT 2009,NO_QUERY,ShaliniN,I'm extrememly lonely right now! Everyone is out and I'm stuck here doing Maths revision...against my will! Boo! 
0,2323252014,Thu Jun 25 00:13:53 PDT 2009,NO_QUERY,xxellenx,this flat hunting malarky is rubbish 
0,2047502457,Fri Jun 05 13:44:56 PDT 2009,NO_QUERY,DinoGoesRawr,@goodlemax hee yepp i have to go to cottage soon  grr.
0,2203647466,Wed Jun 17 00:12:33 PDT 2009,NO_QUERY,MelleRobot,Who is going to the Online Fashion 100 party tonight in London? I am invited but nobody to go with 
0,2181363433,Mon Jun 15 11:43:39 PDT 2009,NO_QUERY,tastefulcupcake,Omg my bff just said he wouldn't kiss me @NasVegas 
0,1677492363,Sat May 02 02:21:59 PDT 2009,NO_QUERY,silentloner,My head isn't healing well it feels that way 
0,2231578680,Thu Jun 18 18:44:39 PDT 2009,NO_QUERY,lkefct,so we came in fourth place for trivia. oh well. 
0,2224714077,Thu Jun 18 09:50:32 PDT 2009,NO_QUERY,Aintialady,@savvygrl Eww.. That looks gross... I am guilty of still eating fish... 
0,1998827283,Mon Jun 01 19:11:22 PDT 2009,NO_QUERY,adrijuicy,i really need to vomit 
0,2326866322,Thu Jun 25 07:36:53 PDT 2009,NO_QUERY,jill777,@DonnieWahlberg Morning! Will you @jasonjmikemgmt be giving out tix to houston as well??  i want 2 make the trip &amp; there is sh*t left! 
0,2003672507,Tue Jun 02 06:57:11 PDT 2009,NO_QUERY,clayaaa,@ChristPA I really don't wanna be a vampire loving tween 
0,2062368011,Sat Jun 06 23:02:10 PDT 2009,NO_QUERY,tim_butcher,@jemappellekim it all got a bit messy. When are you back in Melb? Just about to board flight to Adelaide 
0,2235765879,Fri Jun 19 02:01:18 PDT 2009,NO_QUERY,pretty_paws,"@alisonrothwell Hi Ali, I can only DM you if you follow me  sucks huh? PM me through EKM if you like. Gaz"
0,2060730453,Sat Jun 06 19:28:04 PDT 2009,NO_QUERY,pattyxxcore,i made jiffypop because we have a gas stove here. only to find out it is loaded in trans- and saturated fats  i opted for triscuts.
0,2070820798,Sun Jun 07 18:21:14 PDT 2009,NO_QUERY,bhalleyhs,i want someone to cuddle with right now. 
0,2174870612,Sun Jun 14 23:30:42 PDT 2009,NO_QUERY,cutiexdoll,just woke upp .... wanna go back to sleeep 
0,2001368679,Tue Jun 02 00:39:33 PDT 2009,NO_QUERY,rogersnotrogers,@MissMarty  on a day like today I'd have loved that!  I only got to my lunch at 430 today 
0,2065618215,Sun Jun 07 08:57:49 PDT 2009,NO_QUERY,Christinahahaha,Also doesn't help that it is an absolutely gorgeous Boston day (mid 70s) AND @stacey_a_allen invited me to her sister's grad party. 
0,1573661749,Tue Apr 21 02:14:20 PDT 2009,NO_QUERY,ANTD123,@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck 
0,2007525119,Tue Jun 02 12:46:03 PDT 2009,NO_QUERY,juhmzywumzy,Ugh my mom took away half the cable 
0,1834824104,Mon May 18 04:19:15 PDT 2009,NO_QUERY,rmappleby,@andysc Probably just different. Welcome to proprietary driver development 
0,2050009982,Fri Jun 05 17:54:15 PDT 2009,NO_QUERY,acissssej,Watching naruto and josh stole my fruit snacks 
0,1691052418,Sun May 03 16:59:13 PDT 2009,NO_QUERY,bellezebub,dont like it when the tour ends. 
0,2179843781,Mon Jun 15 09:39:41 PDT 2009,NO_QUERY,KrisCamp,im getting my wisdom teeth out tomorrrow 
0,2194061519,Tue Jun 16 09:17:32 PDT 2009,NO_QUERY,ShadderdGlass,Going to chrio then for blood work blah I hate being sick I've felt gross for the last month 
0,2177068733,Mon Jun 15 05:22:58 PDT 2009,NO_QUERY,Lil_Miss_Dangaa,@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates 
0,2189700092,Tue Jun 16 00:40:50 PDT 2009,NO_QUERY,Nicolee09x,"@DanggItsDevin hahar, whaaat concert youu goiing too? man yourr lucky  youu couldnt go &amp;&amp; not geht me anything ahar. "
0,1969255104,Fri May 29 23:28:21 PDT 2009,NO_QUERY,BeeRob504,man!! oh wellthis was wasted gas...i need a life and a new place of residency....Tay + company = me and the sofa.... 
0,2178300794,Mon Jun 15 07:29:54 PDT 2009,NO_QUERY,JoyAnnaMitchell,@LisaAucoin just had a tooth shatter last night  Nothing new otherwise. Loving the summer schedule lol Talk soon!!
0,1969844806,Sat May 30 01:26:40 PDT 2009,NO_QUERY,pradeeprama,Rahman's performing 2row in Pune. But I will not be able to make it 
0,2175336668,Mon Jun 15 00:42:24 PDT 2009,NO_QUERY,laurayvette,"bearly got home   ugh need to wash clothes,shower,sleep and wake up early for summer school :@"
0,2062234364,Sat Jun 06 22:40:27 PDT 2009,NO_QUERY,CVG95,I'm emo because I can't be part of demi's music video! one of the saddest days of my life 
0,2224349912,Thu Jun 18 09:23:42 PDT 2009,NO_QUERY,jordanalexisbby,"Poor Dyno  he's okay though, he didn't get flushed all the way!"
0,2174954568,Sun Jun 14 23:43:09 PDT 2009,NO_QUERY,candacefaye,Im mad im sittin here &amp; i wanna go to sleep but cant! uuuuhhh 
0,2297793861,Tue Jun 23 10:52:52 PDT 2009,NO_QUERY,kristeejo,@shadowfaerie ahhh i'll be driving to pick up hannah wed.  
0,1999941032,Mon Jun 01 21:06:16 PDT 2009,NO_QUERY,heycassadee,@JackAllTimeLow I think I'd enjoy it more if it wasn't so smoky  but we'll probably go!
0,2013118838,Tue Jun 02 21:57:41 PDT 2009,NO_QUERY,cmkhouri,ahhh noooo.....now everyone will know I'm gullible 
0,1981657409,Sun May 31 09:37:08 PDT 2009,NO_QUERY,cyberbonn,"@Dansharon - chilling here, have to get back to chores "
0,1834191909,Mon May 18 01:59:15 PDT 2009,NO_QUERY,raphka,watching lost and then i got to v=cover 150 pages 
0,2047667145,Fri Jun 05 13:59:53 PDT 2009,NO_QUERY,Beccaa93,@TheRealJordin i know exactly how your feeling  Im curled up in bed right now witha hot water bottle. NOT FUN! haha hope you feel better x
0,2196745761,Tue Jun 16 12:52:39 PDT 2009,NO_QUERY,kiers94,packing up my room 
0,1468617899,Tue Apr 07 02:45:41 PDT 2009,NO_QUERY,jaredgunter,Up since 3:00. Going to be a looooong day. 
0,1970405491,Sat May 30 03:44:23 PDT 2009,NO_QUERY,xCandyCaneLanex,"@RenoJacy Wow, who doesn't love me? Mama doesn't "
0,2219510944,Thu Jun 18 00:42:22 PDT 2009,NO_QUERY,ab_linguistics,"It's 8.40 am, and I have already finished my first half hour of work. Don't know how I did it, brain is still half asleep. "
0,1980506557,Sun May 31 06:56:27 PDT 2009,NO_QUERY,discomaniac,i feel like i'm still in 7th grade. i hate this leveling up thang. if only we can just fail schoool &amp; stay 7thgrade forevahhhhh 
0,1961573888,Fri May 29 09:42:47 PDT 2009,NO_QUERY,DanielleRaee,At work my head hurts a little due to my neck! I hate when I sleep wrong! 
0,1824947607,Sun May 17 03:39:19 PDT 2009,NO_QUERY,hollicebear,I already miss my bear. 
0,2202148109,Tue Jun 16 21:19:01 PDT 2009,NO_QUERY,f0rr357f1r3,I didn't get my free coke glass 
0,1978513188,Sat May 30 23:35:33 PDT 2009,NO_QUERY,cmoncase,embarrassed. reality check 
0,1468136206,Mon Apr 06 23:54:54 PDT 2009,NO_QUERY,Sam_Symons,"@riskyrevenge Wait, what? Sick? "
0,2322552197,Wed Jun 24 22:49:26 PDT 2009,NO_QUERY,ZhuhaiNights,Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.
0,2321477626,Wed Jun 24 21:06:42 PDT 2009,NO_QUERY,kRySunique,@MzDeDaze no i havent 
0,2206157277,Wed Jun 17 06:05:53 PDT 2009,NO_QUERY,Vix_Pix,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. "
0,2238755096,Fri Jun 19 07:41:54 PDT 2009,NO_QUERY,nick_nc19,"im soooo bored right now.,.,.,!! "
0,2243582312,Fri Jun 19 13:38:05 PDT 2009,NO_QUERY,myfunclub,"@crazydiamondsi Eh up you  We are talking SAAB 9-5 se, estate too. Had to get a 2.0t as insurance wouldn't touch Poppet on a 2.3t "
0,2266549498,Sun Jun 21 08:41:58 PDT 2009,NO_QUERY,Grapesodaa,@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?
0,2183591516,Mon Jun 15 14:43:01 PDT 2009,NO_QUERY,MCal27,Just attempting to watch Quantum of Solace again after leaving it disappointed sometime ago... Yes it is as crap as I remembered 
0,2066141815,Sun Jun 07 09:58:08 PDT 2009,NO_QUERY,haleydamm,so so burnt 
0,1997961747,Mon Jun 01 17:45:29 PDT 2009,NO_QUERY,erikadanyel24,Our red tail hawk has to go to a rehabilitater now 
0,1974813267,Sat May 30 13:53:28 PDT 2009,NO_QUERY,magaliface,on my way to work.  ihop tonight with ezelle!
0,2249522640,Fri Jun 19 22:29:41 PDT 2009,NO_QUERY,scottvarga,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
0,1985567932,Sun May 31 17:21:13 PDT 2009,NO_QUERY,SupaJohn,@JeepGirlYJ94 I broke my arm 
0,2262838342,Sat Jun 20 23:20:43 PDT 2009,NO_QUERY,krisldavis,"crappy day turned awesome at work, only to come home to discover that my chico dog is sick "
0,1753250003,Sun May 10 00:45:33 PDT 2009,NO_QUERY,syahrani,"Please don't leave, Tevez!  I rather dump Berbatov to be honest. a lazy player with 30 Mil tag. http://tinyurl.com/oddnpu (via @MUFCNews)"
0,2264057188,Sun Jun 21 02:38:44 PDT 2009,NO_QUERY,CannonGod,"@hannahnicklin Aw, sorry to hear that  And it seemed so full of life yesterday! Tbh the USB went on a friends WinMob phone. Hmmm :-\"
0,1823846837,Sat May 16 23:10:33 PDT 2009,NO_QUERY,kayfras,"Soooo, song of my night - beep  by bobby v.  I miss my mommy.  . But i will be w/ her in the a.m . Jimboy's was on hit tonight !"
0,2016557030,Wed Jun 03 06:59:04 PDT 2009,NO_QUERY,AmyBella21, MOT didnt go v.well
0,2327534817,Thu Jun 25 08:28:12 PDT 2009,NO_QUERY,6firefly,Twitter is .... somehow borring... 
0,2324768072,Thu Jun 25 04:00:02 PDT 2009,NO_QUERY,Katie_May,"@missmissen Well no not really, but it still makes me sad! "
